Address;Content Type;Status Code;Status;Indexability;Indexability Status;Title 1;Title 1 Length;Title 1 Pixel Width;Meta Description 1;Meta Description 1 Length;Meta Description 1 Pixel Width;Meta Keywords 1;Meta Keywords 1 Length;H1-1;H1-1 Length;H2-1;H2-1 Length;H2-2;H2-2 Length;Meta Robots 1;X-Robots-Tag 1;Meta Refresh 1;Canonical Link Element 1;"rel=""next"" 1";"rel=""prev"" 1";"HTTP rel=""next"" 1";"HTTP rel=""prev"" 1";amphtml Link Element;Size (bytes);Transferred (bytes);Word Count;Sentence Count;Average Words Per Sentence;Flesch Reading Ease Score;Readability;Text Ratio;Crawl Depth;Folder Depth;Link Score;Inlinks;Unique Inlinks;Unique JS Inlinks;% of Total;Outlinks;Unique Outlinks;Unique JS Outlinks;External Outlinks;Unique External Outlinks;Unique External JS Outlinks;Closest Similarity Match;No. Near Duplicates;Spelling Errors;Grammar Errors;Hash;Response Time;Last Modified;Redirect URL;Redirect Type;Cookies;HTTP Version;Clicks;Impressions;CTR;Position;URL Encoded Address;Crawl Timestamp
https://go2rinjani.com/legal/terms-and-conditions/;text/html;200;OK;Non-Indexable;Canonicalised;Terms & Conditions | Go2Rinjani;31;286;The binding agreement between you and Go2Rinjani for all tour packages and services.;84;536;;0;Terms & Conditions;18;Company Information;19;Booking & Reservation;21;index, follow;;;https://go2rinjani.com/legal/terms-and-conditions;;;;;;36761;10242;1007;166;6.066;52.313;Fairly Hard;20.495;2;2;;1;1;0;2.270;8;7;0;1;1;0;;;;;a1c391c80b7b61c75b8d473ecaa4ec52;82;;;;;1.1;0;14;0;3.640;https://go2rinjani.com/legal/terms-and-conditions/;2026-07-13 08:46:44
https://go2rinjani.com/legal/privacy-policy/;text/html;200;OK;Non-Indexable;Canonicalised;Privacy Policy. | Go2Rinjani;28;239;Privacy policy for Go2Rinjani services.;39;234;;0;Privacy Policy.;15;Privacy Policy;14;;0;index, follow;;;https://go2rinjani.com/legal/privacy-policy;;;;;;25600;6464;14;7;2.000;35.605;Hard;889;2;2;;0;0;0;0;5;5;0;0;0;0;;;;;2403db7a121857eb0437d81ca28bf75f;85;;;;;1.1;0;4;0;4.250;https://go2rinjani.com/legal/privacy-policy/;2026-07-13 08:46:44
https://go2rinjani.com/_astro/images.DZYh2amj.css;text/css;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;0;0;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;68;;;;;1.1;;;;;https://go2rinjani.com/_astro/images.DZYh2amj.css;2026-07-13 08:46:44
https://go2rinjani.com/legal/cookie-policy;;307;Temporary Redirect;Non-Indexable;Redirected;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;0;0;0;;;;;0;3;1;;4;4;0;9.090;0;0;0;0;0;0;;;;;;81;;https://go2rinjani.com/legal/cookie-policy/;HTTP Redirect;;1.1;0;3;0;3.000;https://go2rinjani.com/legal/cookie-policy;2026-07-13 08:46:44
https://go2rinjani.com/events/;text/html;200;OK;Indexable;;Events & Agenda | Go2Rinjani;28;261;Discover our upcoming events and agenda.;40;267;;0;Agenda;6;Stay Updated on Mount Rinjani;29;;0;index, follow;;;https://go2rinjani.com/events/;;;;;;37664;8666;45;26;1.731;100.000;Very Easy;2.562;2;1;;0;0;0;0;11;10;0;4;4;0;;;;;2be22f54b1e8c5861115f15b188b2eb0;310;;;;;1.1;0;4;0;5.250;https://go2rinjani.com/events/;2026-07-13 08:46:44
https://go2rinjani.com/_image?href=%2F_astro%2Fsegara-anak-crater-lake-rinjani.C69F-X-f.avif&w=2250&h=1664&f=webp;image/webp;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;1247354;1247354;0;;;;;0;3;0;;0;0;0;0;0;0;0;0;0;0;;;;;;137;Wed, 08 Jul 2026 10:34:59 GMT;;;;1.1;;;;;https://go2rinjani.com/_image?href=%2F_astro%2Fsegara-anak-crater-lake-rinjani.C69F-X-f.avif&w=2250&h=1664&f=webp;2026-07-13 08:46:44
https://go2rinjani.com/_astro/FaqSection.W4BrPQKy.css;text/css;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;0;0;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;90;;;;;1.1;;;;;https://go2rinjani.com/_astro/FaqSection.W4BrPQKy.css;2026-07-13 08:46:44
https://go2rinjani.com/_astro/ContactMapIsland.CHtXxHHg.css;text/css;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;0;0;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;101;;;;;1.1;;;;;https://go2rinjani.com/_astro/ContactMapIsland.CHtXxHHg.css;2026-07-13 08:46:44
https://go2rinjani.com/_image?href=%2F_astro%2Fhot-spring.WDOFehg6.avif&w=720&h=900&f=webp;image/webp;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;610884;610884;0;;;;;0;3;0;;0;0;0;0;0;0;0;0;0;0;;;;;;281;Sat, 11 Jul 2026 20:52:06 GMT;;;;1.1;;;;;https://go2rinjani.com/_image?href=%2F_astro%2Fhot-spring.WDOFehg6.avif&w=720&h=900&f=webp;2026-07-13 08:46:45
https://go2rinjani.com/_image?href=%2F_astro%2Fsembalun-route-savannah-trekking.B7_W55DD.avif&w=540&h=540&f=webp;image/webp;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;213404;213404;0;;;;;0;3;0;;0;0;0;0;0;0;0;0;0;0;;;;;;293;Sun, 12 Jul 2026 08:52:10 GMT;;;;1.1;;;;;https://go2rinjani.com/_image?href=%2F_astro%2Fsembalun-route-savannah-trekking.B7_W55DD.avif&w=540&h=540&f=webp;2026-07-13 08:46:45
https://go2rinjani.com/_astro/revolut.BGWZWz8H.svg;image/svg+xml;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;0;0;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;328;;;;;1.1;;;;;https://go2rinjani.com/_astro/revolut.BGWZWz8H.svg;2026-07-13 08:46:45
https://go2rinjani.com/_astro/Page.BjZzPzmy.css;text/css;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;0;0;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;294;;;;;1.1;;;;;https://go2rinjani.com/_astro/Page.BjZzPzmy.css;2026-07-13 08:46:45
https://go2rinjani.com/_astro/summit-trek.DitqRCb7.avif;image/avif;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;90258;90258;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;315;;;;;1.1;;;;;https://go2rinjani.com/_astro/summit-trek.DitqRCb7.avif;2026-07-13 08:46:45
https://go2rinjani.com/_astro/mount-stampol-trek-sunrise-view-agung.DTJ6p0ii.avif;image/avif;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;73939;73939;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;274;;;;;1.1;;;;;https://go2rinjani.com/_astro/mount-stampol-trek-sunrise-view-agung.DTJ6p0ii.avif;2026-07-13 08:46:45
https://go2rinjani.com/_image?href=%2F_astro%2Fmount-rinjani-summit-sunrise-view.D2Zl-hxv.avif&w=1125&h=1390&f=webp;image/webp;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;218786;218786;0;;;;;0;3;0;;0;0;0;0;0;0;0;0;0;0;;;;;;279;Wed, 08 Jul 2026 10:34:59 GMT;;;;1.1;;;;;https://go2rinjani.com/_image?href=%2F_astro%2Fmount-rinjani-summit-sunrise-view.D2Zl-hxv.avif&w=1125&h=1390&f=webp;2026-07-13 08:46:46
https://go2rinjani.com/_astro/best-rinjani-alternative-trek-lombok.Bk815dxN.avif;image/avif;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;94030;94030;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;282;;;;;1.1;;;;;https://go2rinjani.com/_astro/best-rinjani-alternative-trek-lombok.Bk815dxN.avif;2026-07-13 08:46:46
https://go2rinjani.com/_astro/torean-trek.C78JfER5.avif;image/avif;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;64971;64971;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;294;;;;;1.1;;;;;https://go2rinjani.com/_astro/torean-trek.C78JfER5.avif;2026-07-13 08:46:46
https://go2rinjani.com/_astro/permata_bank.Bb3lbiEq.svg;image/svg+xml;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;0;0;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;270;;;;;1.1;;;;;https://go2rinjani.com/_astro/permata_bank.Bb3lbiEq.svg;2026-07-13 08:46:46
http://www.go2rinjani.com/;text/html;200;OK;Non-Indexable;Canonicalised;Mount Rinjani Trekking Tours & Guided Hikes | Go2Rinjani;56;511;Plan your Mount Rinjani trek with Go2Rinjani — certified local guides, crater rim hikes, summit climbs & Segara Anak lake descents. Book your adventure today.;158;976;;0;Mount Rinjani Treks & Summit Climbs for Every Adventurer;56;Go2Rinjani is a certified Mount Rinjani tour operator based in Lombok — part local guide, part conservation advocate, part community. A trusted refuge for trekkers seeking the summit, the thrill of discovery, and the warmth of shared adventure on Indonesia's second-highest volcano.;282;Life on the Rinjani Trail: Raw, Real, Unforgettable;51;index, follow;;;https://go2rinjani.com/;;;;;;244342;21487;3829;637;6.011;75.524;Fairly Easy;12.052;3;0;;7;6;0;13.640;16;12;0;4;4;0;;;;;f58c711740ce3bd05e2ca9314f10be02;123;;;;;1.1;;;;;http://www.go2rinjani.com/;2026-07-13 08:46:44
https://go2rinjani.com/about/;text/html;200;OK;Indexable;;About Go2Rinjani — Certified Mount Rinjani Trek Guides;54;496;Go2Rinjani is a certified Mount Rinjani tour operator based in Lombok. Meet our local guides, learn our story, and discover why trekkers trust us to lead them to the summit.;173;1054;;0;Certified Mount Rinjani Guides — Local Expertise, Real Experience;65;Our Mount Rinjani Expertise: Routes, Guides & Trek Experience;61;Rinjani Trekking Experiences Designed for Every Level;53;index, follow;;;https://go2rinjani.com/about/;;;;;;248335;21905;4022;655;6.140;74.081;Fairly Easy;12.438;2;1;;0;0;0;0;12;10;0;4;4;0;;;;;bd290588b7d5d7337aaf5df7eac1c166;125;;;;;1.1;1;38;26;3.370;https://go2rinjani.com/about/;2026-07-13 08:46:44
https://go2rinjani.com/_astro/wise.TnxhNO7A.svg;image/svg+xml;200;OK;Indexable;;;0;0;;0;0;;0;;0;;0;;0;;;;;;;;;;0;0;0;;;;;0;3;1;;0;0;0;0;0;0;0;0;0;0;;;;;;275;;;;;1.1;;;;;https://go2rinjani.com/_astro/wise.TnxhNO7A.svg;2026-07-13 08:46:46
